CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,RFM_Score,RFM_Total
17162,29,10,1715.46,United Kingdom,4,5,4,454,13
17163,22,4,699.78,United Kingdom,4,4,3,443,11
17164,33,7,2467.35,United Kingdom,4,4,4,444,12
17165,284,6,1794.32,United Kingdom,2,4,4,244,10
17166,39,2,206.34,United Kingdom,4,3,1,431,8
17167,380,3,867.11,United Kingdom,2,3,3,233,8
17168,499,1,400.2,United Kingdom,1,2,2,122,5
17169,58,3,1156.73,United Kingdom,4,3,3,433,10
17170,374,2,178.68,United Kingdom,2,3,1,231,6
17171,289,2,384.59,United Kingdom,2,3,2,232,7
17172,79,3,956.5699999999999,United Kingdom,3,3,3,333,9
17173,5,8,3766.6,United Kingdom,5,5,5,555,15
17174,218,1,59.9,United Kingdom,2,2,1,221,5
17175,44,4,1443.69,United Kingdom,4,4,4,444,12
17176,202,3,902.3199999999999,United Kingdom,2,3,3,233,8
17177,505,1,119.5,United Kingdom,1,2,1,121,4
17178,731,1,436.71,United Kingdom,1,2,2,122,5
17179,178,6,1507.26,United Kingdom,3,4,4,344,11
17180,56,11,2256.98,United Kingdom,4,5,4,454,13
17181,57,3,465.37,United Kingdom,4,3,2,432,9
17182,423,2,321.3,United Kingdom,1,3,2,132,6
17183,8,6,3347.31,United Kingdom,5,4,5,545,14
17184,569,2,198.41000000000003,United Kingdom,1,3,1,131,5
17185,592,3,229.46,United Kingdom,1,3,1,131,5
17186,47,2,144.0,United Kingdom,4,3,1,431,8
17187,227,2,467.71,United Kingdom,2,3,2,232,7
17188,11,13,4592.93,United Kingdom,5,5,5,555,15
17189,106,5,957.63,United Kingdom,3,4,3,343,10
17190,59,7,1743.04,United Kingdom,3,4,4,344,11
17191,28,15,4836.05,United Kingdom,4,5,5,455,14
17192,536,1,77.83,United Kingdom,1,2,1,121,4
17193,36,9,2310.04,United Kingdom,4,5,4,454,13
17194,274,3,812.5,United Kingdom,2,3,3,233,8
17195,655,1,562.98,United Kingdom,1,2,2,122,5
17196,428,1,352.9,United Kingdom,1,2,2,122,5
17197,30,1,1013.01,United Kingdom,4,2,3,423,9
17198,24,3,1213.88,United Kingdom,4,3,3,433,10
17199,582,1,145.12,United Kingdom,1,2,1,121,4
17200,387,4,356.71,United Kingdom,2,4,2,242,8
17201,54,4,1242.04,United Kingdom,4,4,3,443,11
17202,421,1,160.65,United Kingdom,1,2,1,121,4
17203,36,10,5575.88,United Kingdom,4,5,5,455,14
17204,175,9,5504.6900000000005,United Kingdom,3,5,5,355,13
17205,54,3,999.35,United Kingdom,4,3,3,433,10
17206,53,1,204.24,United Kingdom,4,2,1,421,7
17207,652,1,303.21999999999997,United Kingdom,1,2,2,122,5
17208,396,1,115.35,United Kingdom,2,2,1,221,5
17209,649,3,611.6,United Kingdom,1,3,2,132,6
17210,393,1,253.37,United Kingdom,2,2,1,221,5
17211,27,13,4046.65,United Kingdom,4,5,5,455,14
17212,253,3,794.41,United Kingdom,2,3,3,233,8
17213,40,13,5182.3,United Kingdom,4,5,5,455,14
17214,60,6,1069.1200000000001,United Kingdom,3,4,3,343,10
17215,464,1,186.15,United Kingdom,1,2,1,121,4
17216,554,1,65.05,United Kingdom,1,2,1,121,4
17217,234,2,218.0,United Kingdom,2,3,1,231,6
17218,4,18,4192.68,United Kingdom,5,5,5,555,15
17219,32,2,259.13,United Kingdom,4,3,1,431,8
17220,24,21,4481.75,United Kingdom,4,5,5,455,14
17221,7,5,978.52,United Kingdom,5,4,3,543,12
17222,65,6,1605.01,United Kingdom,3,4,4,344,11
17223,310,3,873.53,United Kingdom,2,3,3,233,8
17224,501,1,100.86,United Kingdom,1,2,1,121,4
17225,582,1,131.15,United Kingdom,1,2,1,121,4
17226,309,3,900.12,United Kingdom,2,3,3,233,8
17227,19,12,2022.03,United Kingdom,4,5,4,454,13
17228,16,13,3177.24,United Kingdom,5,5,5,555,15
17229,96,2,318.76,United Kingdom,3,3,2,332,8
17230,264,18,9924.95,United Kingdom,2,5,5,255,12
17231,12,25,7197.04,United Kingdom,5,5,5,555,15
17232,3,2,421.52,United Kingdom,5,3,2,532,10
17233,35,3,560.86,United Kingdom,4,3,2,432,9
17234,183,1,149.89000000000001,United Kingdom,3,2,1,321,6
17235,25,8,1904.8799999999999,United Kingdom,4,5,4,454,13
17236,13,12,1929.26,United Kingdom,5,5,4,554,14
17237,11,4,1002.08,United Kingdom,5,4,3,543,12
17238,3,32,7783.1,United Kingdom,5,5,5,555,15
17239,313,4,1189.45,United Kingdom,2,4,3,243,9
17240,596,1,130.6,United Kingdom,1,2,1,121,4
17241,385,12,2744.14,United Kingdom,2,5,4,254,11
17242,108,5,2889.28,United Kingdom,3,4,4,344,11
17243,1,69,20889.86,United Kingdom,5,5,5,555,15
17244,53,5,1826.04,United Kingdom,4,4,4,444,12
17245,205,2,371.63,United Kingdom,2,3,2,232,7
17246,547,2,38.92,United Kingdom,1,3,1,131,5
17247,15,1,282.19,United Kingdom,5,2,1,521,8
17248,120,2,546.16,United Kingdom,3,3,2,332,8
17249,429,1,68.03,United Kingdom,1,2,1,121,4
17250,4,2,384.52,United Kingdom,5,3,2,532,10
17251,363,3,812.4300000000001,United Kingdom,2,3,3,233,8
17252,117,2,353.86,United Kingdom,3,3,2,332,8
17253,18,1,178.26,United Kingdom,5,2,1,521,8
17254,5,3,470.73,United Kingdom,5,3,2,532,10
17255,41,4,799.13,United Kingdom,4,4,3,443,11
17256,107,5,498.93,United Kingdom,3,4,2,342,9
17257,436,2,192.73,United Kingdom,1,3,1,131,5
17258,397,2,417.3,United Kingdom,2,3,2,232,7
17259,148,6,1889.34,United Kingdom,3,4,4,344,11
17260,411,1,120.95,United Kingdom,1,2,1,121,4
17261,510,1,230.44,United Kingdom,1,2,1,121,4
17262,52,11,2757.62,United Kingdom,4,5,4,454,13
17263,208,1,63.440000000000005,United Kingdom,2,2,1,221,5
17264,424,1,279.59,United Kingdom,1,2,1,121,4
17265,139,2,562.9,United Kingdom,3,3,2,332,8
17266,2,5,517.73,United Kingdom,5,4,2,542,11
17267,127,2,317.62,United Kingdom,3,3,2,332,8
17268,108,11,1733.8899999999999,United Kingdom,3,5,4,354,12
17269,386,1,537.46,United Kingdom,2,2,2,222,6
17270,469,2,604.4,United Kingdom,1,3,2,132,6
17271,736,1,210.39,United Kingdom,1,2,1,121,4
17272,42,4,2148.63,United Kingdom,4,4,4,444,12
17273,424,1,141.12,United Kingdom,1,2,1,121,4
17274,35,2,577.38,United Kingdom,4,3,2,432,9
17275,383,1,114.52,United Kingdom,2,2,1,221,5
17276,402,1,508.39,United Kingdom,2,2,2,222,6
17277,228,2,1065.3500000000001,United Kingdom,2,3,3,233,8
17278,241,2,271.24,United Kingdom,2,3,1,231,6
17279,58,1,187.82999999999998,United Kingdom,4,2,1,421,7
17280,438,1,118.85999999999999,United Kingdom,1,2,1,121,4
17281,374,6,797.8499999999999,United Kingdom,2,4,3,243,9
17282,130,5,2339.66,United Kingdom,3,4,4,344,11
17283,379,1,188.46,United Kingdom,2,2,1,221,5
17284,60,8,2793.16,United Kingdom,3,5,4,354,12
17285,628,2,428.34,United Kingdom,1,3,2,132,6
17286,22,3,395.48,United Kingdom,4,3,2,432,9
17287,26,21,4111.96,United Kingdom,4,5,5,455,14
17288,9,11,2499.98,United Kingdom,5,5,4,554,14
17289,32,9,2079.39,United Kingdom,4,5,4,454,13
17290,4,8,1501.44,United Kingdom,5,5,4,554,14
17291,308,1,550.8000000000001,United Kingdom,2,2,2,222,6
17292,472,2,271.75,United Kingdom,1,3,1,131,5
17293,8,17,3774.23,United Kingdom,5,5,5,555,15
17294,669,2,467.78999999999996,United Kingdom,1,3,2,132,6
17295,29,3,556.95,United Kingdom,4,3,2,432,9
17296,730,1,338.13,United Kingdom,1,2,2,122,5
17297,17,1,131.78,United Kingdom,5,2,1,521,8
17298,101,5,957.5600000000001,United Kingdom,3,4,3,343,10
17299,12,6,1016.08,United Kingdom,5,4,3,543,12
17300,391,2,393.64,United Kingdom,2,3,2,232,7
17301,21,2,330.43,United Kingdom,4,3,2,432,9
17302,15,5,1135.63,United Kingdom,5,4,3,543,12
17303,361,1,250.04,United Kingdom,2,2,1,221,5
17304,534,1,111.5,United Kingdom,1,2,1,121,4
17305,649,1,2135.46,United Kingdom,1,2,4,124,7
17306,11,21,9782.35,United Kingdom,5,5,5,555,15
17307,395,11,3999.8900000000003,United Kingdom,2,5,5,255,12
17308,393,2,4511.76,United Kingdom,2,3,5,235,10
17309,95,3,330.59000000000003,United Kingdom,3,3,2,332,8
17310,387,2,1025.1,United Kingdom,2,3,3,233,8
17311,78,6,3566.56,United Kingdom,3,4,5,345,12
17312,139,3,644.3,United Kingdom,3,3,3,333,9
17313,31,1,2328.84,United Kingdom,4,2,4,424,10
17314,25,17,4904.43,United Kingdom,4,5,5,455,14
17315,2,43,9650.6,United Kingdom,5,5,5,555,15
17316,420,1,124.45,United Kingdom,1,2,1,121,4
17317,46,3,2600.34,United Kingdom,4,3,4,434,11
17318,725,1,164.28,United Kingdom,1,2,1,121,4
17319,669,1,29.1,United Kingdom,1,2,1,121,4
17320,100,6,2895.77,United Kingdom,3,4,4,344,11
17321,8,6,1741.18,United Kingdom,5,4,4,544,13
17322,376,5,922.59,United Kingdom,2,4,3,243,9
17323,15,12,1565.59,United Kingdom,5,5,4,554,14
17324,18,12,2301.87,United Kingdom,5,5,4,554,14
17325,280,3,609.5699999999999,United Kingdom,2,3,2,232,7
17326,408,2,321.95,United Kingdom,2,3,2,232,7
17327,410,2,152.35,United Kingdom,1,3,1,131,5
17328,673,1,104.7,United Kingdom,1,2,1,121,4
17329,14,5,1004.4300000000001,United Kingdom,5,4,3,543,12
17330,23,4,423.8,United Kingdom,4,4,2,442,10
17331,124,1,175.2,United Kingdom,3,2,1,321,6
17332,528,5,838.27,United Kingdom,1,4,3,143,8
17333,86,1,494.25,United Kingdom,3,2,2,322,7
17334,302,3,635.15,United Kingdom,2,3,3,233,8
17335,384,2,508.0,United Kingdom,2,3,2,232,7
17336,472,1,81.12,United Kingdom,1,2,1,121,4
17337,151,4,2027.8700000000001,United Kingdom,3,4,4,344,11
17338,17,17,12142.57,United Kingdom,5,5,5,555,15
17339,94,3,362.36,United Kingdom,3,3,2,332,8
17340,30,18,22404.82,United Kingdom,4,5,5,455,14
17341,157,5,1889.83,United Kingdom,3,4,4,344,11
17342,380,4,1227.54,United Kingdom,2,4,3,243,9
17343,355,6,1259.94,United Kingdom,2,4,4,244,10
17344,46,2,468.11,United Kingdom,4,3,2,432,9
17345,15,10,1604.68,United Kingdom,5,5,4,554,14
17346,4,26,5323.0,United Kingdom,5,5,5,555,15
17347,86,1,228.96,United Kingdom,3,2,1,321,6
17348,15,9,2476.41,United Kingdom,5,5,4,554,14
17349,179,5,852.25,United Kingdom,3,4,3,343,10
17350,8,7,1906.041,United Kingdom,5,4,4,544,13
17351,36,12,1988.23,United Kingdom,4,5,4,454,13
17352,696,1,36.25,United Kingdom,1,2,1,121,4
17353,129,4,3242.0,United Kingdom,3,4,5,345,12
17354,51,4,3143.46,United Kingdom,4,4,5,445,13
17355,386,1,285.11,United Kingdom,2,2,1,221,5
17356,312,5,946.47,United Kingdom,2,4,3,243,9
17357,24,2,388.14,United Kingdom,4,3,2,432,9
17358,303,5,866.05,United Kingdom,2,4,3,243,9
17359,11,2,284.46,United Kingdom,5,3,1,531,9
17360,17,6,1231.3799999999999,United Kingdom,5,4,3,543,12
17361,49,5,880.64,United Kingdom,4,4,3,443,11
17362,239,7,1024.04,United Kingdom,2,4,3,243,9
17363,395,3,940.86,United Kingdom,2,3,3,233,8
17364,1,28,12070.42,United Kingdom,5,5,5,555,15
17365,13,15,8224.98,United Kingdom,5,5,5,555,15
17366,432,2,1096.24,United Kingdom,1,3,3,133,7
17367,238,1,168.4,United Kingdom,2,2,1,221,5
17368,23,14,2826.14,United Kingdom,4,5,4,454,13
17369,456,1,979.1999999999999,United Kingdom,1,2,3,123,6
17370,73,4,446.18,United Kingdom,3,4,2,342,9
17371,17,6,662.55,United Kingdom,5,4,3,543,12
17372,41,28,4377.56,United Kingdom,4,5,5,455,14
17373,40,7,1167.5,United Kingdom,4,4,3,443,11
17374,219,3,727.11,United Kingdom,2,3,3,233,8
17375,199,4,660.55,United Kingdom,2,4,3,243,9
17376,71,4,453.64,United Kingdom,3,4,2,342,9
17377,24,78,18319.41,United Kingdom,4,5,5,455,14
17378,374,1,10.95,United Kingdom,2,2,1,221,5
17379,11,1,404.66,United Kingdom,5,2,2,522,9
17380,434,3,645.0,United Kingdom,1,3,3,133,7
17381,9,38,40002.37,United Kingdom,5,5,5,555,15
17382,65,8,902.28,United Kingdom,3,5,3,353,11
17383,4,2,309.99,United Kingdom,5,3,2,532,10
17384,19,3,507.55,United Kingdom,4,3,2,432,9
17385,15,1,261.11,United Kingdom,5,2,1,521,8
17386,8,7,2812.77,United Kingdom,5,4,4,544,13
17387,20,2,784.11,United Kingdom,4,3,3,433,10
17388,78,11,2691.57,United Kingdom,3,5,4,354,12
17389,1,61,57224.68,United Kingdom,5,5,5,555,15
17390,421,1,149.3,United Kingdom,1,2,1,121,4
17391,164,2,508.8,United Kingdom,3,3,2,332,8
17392,307,3,626.56,United Kingdom,2,3,3,233,8
17393,411,2,381.15,United Kingdom,1,3,2,132,6
17394,219,1,203.86999999999998,United Kingdom,2,2,1,221,5
17395,508,1,97.5,United Kingdom,1,2,1,121,4
17396,39,14,8807.1,United Kingdom,4,5,5,455,14
17397,22,3,1233.18,United Kingdom,4,3,3,433,10
17398,115,3,653.38,United Kingdom,3,3,3,333,9
17400,126,8,4677.05,United Kingdom,3,5,5,355,13
17401,541,1,114.85,United Kingdom,1,2,1,121,4
17402,5,23,5096.18,United Kingdom,5,5,5,555,15
17403,36,2,400.57,United Kingdom,4,3,2,432,9
17404,4,23,47781.12,Sweden,5,5,5,555,15
17405,1,3,1031.41,United Kingdom,5,3,3,533,11
17406,333,13,4905.05,United Kingdom,2,5,5,255,12
17407,412,1,552.9,United Kingdom,1,2,2,122,5
17408,163,3,316.09000000000003,United Kingdom,3,3,2,332,8
17409,185,10,7793.51,United Kingdom,3,5,5,355,13
17410,16,5,1214.72,United Kingdom,5,4,3,543,12
17411,12,5,1425.38,United Kingdom,5,4,4,544,13
17412,3,16,4417.52,United Kingdom,5,5,5,555,15
17413,405,2,560.14,United Kingdom,2,3,2,232,7
17414,44,6,2249.52,United Kingdom,4,4,4,444,12
17415,80,1,507.84,United Kingdom,3,2,2,322,7
17416,30,22,17298.45,United Kingdom,4,5,5,455,14
17417,549,1,164.18,United Kingdom,1,2,1,121,4
17418,42,3,670.0600000000001,United Kingdom,4,3,3,433,10
17419,11,18,6500.52,United Kingdom,5,5,5,555,15
17420,50,6,1084.43,United Kingdom,4,4,3,443,11
17421,386,3,1059.41,United Kingdom,2,3,3,233,8
17422,16,11,3594.76,United Kingdom,5,5,5,555,15
17423,46,3,1118.95,United Kingdom,4,3,3,433,10
17425,19,2,759.17,United Kingdom,4,3,3,433,10
17426,8,13,8077.77,United Kingdom,5,5,5,555,15
17427,72,1,100.8,United Kingdom,3,2,1,321,6
17428,1,45,31819.760000000002,United Kingdom,5,5,5,555,15
17429,128,5,1357.46,United Kingdom,3,4,4,344,11
17430,33,4,735.17,United Kingdom,4,4,3,443,11
17431,313,1,403.3,United Kingdom,2,2,2,222,6
17432,18,9,1751.39,United Kingdom,5,5,4,554,14
17433,88,2,569.96,United Kingdom,3,3,2,332,8
17434,2,7,2373.82,United Kingdom,5,4,4,544,13
17435,411,1,331.35,United Kingdom,1,2,2,122,5
17436,2,5,534.06,United Kingdom,5,4,2,542,11
17437,530,1,373.17,United Kingdom,1,2,2,122,5
17438,254,5,1422.77,United Kingdom,2,4,4,244,10
17439,656,1,325.74,United Kingdom,1,2,2,122,5
17440,157,4,323.58,United Kingdom,3,4,2,342,9
17441,732,1,293.35,United Kingdom,1,2,2,122,5
17442,37,15,4620.3,United Kingdom,4,5,5,455,14
17443,220,1,534.24,Canada,2,2,2,222,6
17444,148,3,2940.04,Canada,3,3,4,334,10
17446,177,2,120.9,United Kingdom,3,3,1,331,7
17447,40,2,541.53,United Kingdom,4,3,2,432,9
17448,497,46,14556.97,United Kingdom,1,5,5,155,11
17449,2,13,4951.15,United Kingdom,5,5,5,555,15
17450,8,51,246973.09,United Kingdom,5,5,5,555,15
17451,1,7,1721.4,United Kingdom,5,4,4,544,13
17453,18,2,486.71999999999997,United Kingdom,5,3,2,532,10
17454,192,10,1547.94,United Kingdom,2,5,4,254,11
17455,204,1,131.7,United Kingdom,2,2,1,221,5
17456,365,2,1225.42,United Kingdom,2,3,3,233,8
17457,127,14,5984.8099999999995,United Kingdom,3,5,5,355,13
17458,15,2,529.58,United Kingdom,5,3,2,532,10
17459,43,2,657.3,United Kingdom,4,3,3,433,10
17460,94,16,2228.27,United Kingdom,3,5,4,354,12
17461,23,3,757.46,United Kingdom,4,3,3,433,10
17462,60,2,675.69,United Kingdom,3,3,3,333,9
17463,16,7,2557.91,United Kingdom,5,4,4,544,13
17464,158,3,1000.94,United Kingdom,3,3,3,333,9
17465,426,7,2542.79,United Kingdom,1,4,4,144,9
17466,10,2,763.28,United Kingdom,5,3,3,533,11
17467,395,1,102.6,United Kingdom,2,2,1,221,5
17468,10,3,194.8,United Kingdom,5,3,1,531,9
17469,16,17,5051.25,United Kingdom,5,5,5,555,15
17470,45,11,2804.87,United Kingdom,4,5,4,454,13
17471,475,1,321.65000000000003,United Kingdom,1,2,2,122,5
17472,191,4,935.1,United Kingdom,2,4,3,243,9
17473,409,2,607.0,United Kingdom,2,3,2,232,7
17474,600,1,1047.0,United Kingdom,1,2,3,123,6
17475,79,1,194.37,United Kingdom,3,2,1,321,6
17476,396,2,489.86,United Kingdom,2,3,2,232,7
17477,613,2,1144.3,United Kingdom,1,3,3,133,7
17478,408,2,1272.8,United Kingdom,2,3,4,234,9
17479,633,1,389.26000000000005,United Kingdom,1,2,2,122,5
17480,78,2,902.03,United Kingdom,3,3,3,333,9
17481,4,4,1255.59,United Kingdom,5,4,4,544,13
17482,487,2,778.19,United Kingdom,1,3,3,133,7
17483,65,4,591.73,United Kingdom,3,4,2,342,9
17484,576,2,209.57,United Kingdom,1,3,1,131,5
17486,261,1,396.87,United Kingdom,2,2,2,222,6
17487,728,1,160.55,United Kingdom,1,2,1,121,4
17488,641,1,336.5,United Kingdom,1,2,2,122,5
17489,59,2,376.64,United Kingdom,3,3,2,332,8
17490,1,9,2750.5,United Kingdom,5,5,4,554,14
17491,1,17,5981.07,United Kingdom,5,5,5,555,15
17492,248,3,1122.42,United Kingdom,2,3,3,233,8
17493,385,1,100.91000000000001,United Kingdom,2,2,1,221,5
17494,502,1,54.699999999999996,United Kingdom,1,2,1,121,4
17495,8,3,806.72,United Kingdom,5,3,3,533,11
17496,359,4,1412.89,United Kingdom,2,4,4,244,10
17497,390,2,287.25,United Kingdom,2,3,1,231,6
17498,76,1,272.22,United Kingdom,3,2,1,321,6
17499,290,2,1341.39,United Kingdom,2,3,4,234,9
17500,17,3,1138.0,United Kingdom,5,3,3,533,11
17501,221,2,288.6,United Kingdom,2,3,1,231,6
17502,9,4,689.1,United Kingdom,5,4,3,543,12
17503,3,2,558.96,United Kingdom,5,3,2,532,10
17504,206,18,9565.12,United Kingdom,2,5,5,255,12
17505,162,5,2435.48,United Kingdom,3,4,4,344,11
17506,76,1,302.2,United Kingdom,3,2,2,322,7
17507,262,2,605.58,United Kingdom,2,3,2,232,7
17508,281,8,4579.23,Greece,2,5,5,255,12
17509,58,8,6115.14,United Kingdom,4,5,5,455,14
17510,25,2,514.56,United Kingdom,4,3,2,432,9
17511,3,60,175603.55,United Kingdom,5,5,5,555,15
17512,29,18,5467.820000000001,United Kingdom,4,5,5,455,14
17513,72,3,1158.8,United Kingdom,3,3,3,333,9
17514,128,2,542.83,United Kingdom,3,3,2,332,8
17515,31,9,1617.46,United Kingdom,4,5,4,454,13
17516,15,6,957.55,United Kingdom,5,4,3,543,12
17517,309,1,153.94,United Kingdom,2,2,1,221,5
17518,426,2,329.42,United Kingdom,1,3,2,132,6
17519,17,15,5109.47,United Kingdom,5,5,5,555,15
17520,54,1,546.81,United Kingdom,4,2,2,422,8
17521,30,5,1278.06,United Kingdom,4,4,4,444,12
17522,2,5,1070.71,United Kingdom,5,4,3,543,12
17523,11,4,652.74,United Kingdom,5,4,3,543,12
17524,361,3,539.14,United Kingdom,2,3,2,232,7
17525,360,3,1161.9,United Kingdom,2,3,3,233,8
17526,5,12,4166.04,United Kingdom,5,5,5,555,15
17527,54,4,939.37,United Kingdom,4,4,3,443,11
17528,1,8,3628.5,United Kingdom,5,5,5,555,15
17529,610,2,1240.25,United Kingdom,1,3,3,133,7
17530,1,12,3141.51,United Kingdom,5,5,5,555,15
17531,190,3,1266.82,United Kingdom,2,3,4,234,9
17532,386,1,65.34,United Kingdom,2,2,1,221,5
17533,435,1,34.8,United Kingdom,1,2,1,121,4
17534,54,5,1668.83,United Kingdom,4,4,4,444,12
17535,280,1,164.4,United Kingdom,2,2,1,221,5
17536,177,3,364.83,United Kingdom,3,3,2,332,8
17537,30,2,897.62,United Kingdom,4,3,3,433,10
17538,26,1,98.42,United Kingdom,4,2,1,421,7
17539,618,4,1226.57,United Kingdom,1,4,3,143,8
17540,25,6,1590.6000000000001,United Kingdom,4,4,4,444,12
17541,510,1,124.46,United Kingdom,1,2,1,121,4
17542,270,3,341.7,United Kingdom,2,3,2,232,7
17543,550,1,120.05,United Kingdom,1,2,1,121,4
17544,390,3,960.69,United Kingdom,2,3,3,233,8
17545,43,6,1448.54,United Kingdom,4,4,4,444,12
17547,376,2,727.85,United Kingdom,2,3,3,233,8
17548,234,4,731.26,United Kingdom,2,4,3,243,9
17549,24,2,148.86,United Kingdom,4,3,1,431,8
17550,197,9,2547.64,United Kingdom,2,5,4,254,11
17551,359,1,306.84,United Kingdom,2,2,2,222,6
17552,60,12,3085.29,United Kingdom,3,5,5,355,13
17553,130,4,3757.6,United Kingdom,3,4,5,345,12
17554,1,5,1952.45,United Kingdom,5,4,4,544,13
17555,20,5,1057.74,United Kingdom,4,4,3,443,11
17556,206,2,300.67,United Kingdom,2,3,2,232,7
17557,14,4,575.46,United Kingdom,5,4,2,542,11
17558,393,1,259.17,United Kingdom,2,2,1,221,5
17559,513,1,167.62,United Kingdom,1,2,1,121,4
17560,95,8,1895.8,United Kingdom,3,5,4,354,12
17561,19,4,722.34,United Kingdom,4,4,3,443,11
17562,14,7,1122.38,United Kingdom,5,4,3,543,12
17563,578,2,392.38,United Kingdom,1,3,2,132,6
17564,24,3,454.01,United Kingdom,4,3,2,432,9
17565,587,1,131.83,United Kingdom,1,2,1,121,4
17566,8,2,901.21,United Kingdom,5,3,3,533,11
17567,7,9,5356.03,United Kingdom,5,5,5,555,15
17568,633,1,382.79,United Kingdom,1,2,2,122,5
17569,332,1,344.14,United Kingdom,2,2,2,222,6
17570,382,1,100.0,United Kingdom,2,2,1,221,5
17571,50,5,1703.75,United Kingdom,4,4,4,444,12
17572,71,10,723.01,United Kingdom,3,5,3,353,11
17573,29,3,380.6,United Kingdom,4,3,2,432,9
17574,243,1,185.65,United Kingdom,2,2,1,221,5
17575,667,1,171.7,United Kingdom,1,2,1,121,4
17576,8,41,9056.81,United Kingdom,5,5,5,555,15
17577,645,2,348.75,United Kingdom,1,3,2,132,6
17578,218,7,1047.33,United Kingdom,2,4,3,243,9
17579,5,4,753.28,United Kingdom,5,4,3,543,12
17580,253,5,545.27,United Kingdom,2,4,2,242,8
17581,1,43,18757.75,United Kingdom,5,5,5,555,15
17582,236,5,1450.7,United Kingdom,2,4,4,244,10
17583,560,1,135.95,United Kingdom,1,2,1,121,4
17584,7,6,5309.42,United Kingdom,5,4,5,545,14
17585,109,7,2093.3,United Kingdom,3,4,4,344,11
17586,619,1,167.4,United Kingdom,1,2,1,121,4
17587,628,1,181.66,United Kingdom,1,2,1,121,4
17588,100,7,2939.55,United Kingdom,3,4,4,344,11
17589,60,18,14049.87,United Kingdom,3,5,5,355,13
17590,2,3,1479.22,United Kingdom,5,3,4,534,12
17591,73,8,2776.67,United Kingdom,3,5,4,354,12
17592,739,1,148.3,United Kingdom,1,2,1,121,4
17593,4,11,8095.8,United Kingdom,5,5,5,555,15
17594,85,4,2497.88,United Kingdom,3,4,4,344,11
17595,12,2,388.79,United Kingdom,5,3,2,532,10
17596,23,13,4920.67,United Kingdom,4,5,5,455,14
17597,214,5,3484.09,United Kingdom,2,4,5,245,11
17598,381,1,409.98,United Kingdom,2,2,2,222,6
17599,478,1,52.05,United Kingdom,1,2,1,121,4
17600,18,1,161.67000000000002,United Kingdom,5,2,1,521,8
17601,239,2,421.48,United Kingdom,2,3,2,232,7
17602,2,14,7451.13,United Kingdom,5,5,5,555,15
17603,78,4,1793.48,United Kingdom,3,4,4,344,11
17604,217,6,945.9300000000001,United Kingdom,2,4,3,243,9
17605,590,1,160.75,United Kingdom,1,2,1,121,4
17606,737,1,87.30000000000001,United Kingdom,1,2,1,121,4
17607,376,1,333.81,United Kingdom,2,2,2,222,6
17608,33,4,498.53,United Kingdom,4,4,2,442,10
17609,41,11,1894.34,United Kingdom,4,5,4,454,13
17610,540,5,1529.49,United Kingdom,1,4,4,144,9
17611,7,28,8371.98,United Kingdom,5,5,5,555,15
17612,53,18,5394.86,United Kingdom,4,5,5,455,14
17613,23,14,4559.150000000001,United Kingdom,4,5,5,455,14
17614,57,1,390.07,United Kingdom,4,2,2,422,8
17615,130,6,733.2,United Kingdom,3,4,3,343,10
17616,174,4,1060.8,United Kingdom,3,4,3,343,10
17617,559,1,395.33,United Kingdom,1,2,2,122,5
17618,6,11,4073.2400000000002,United Kingdom,5,5,5,555,15
17619,312,1,218.52,United Kingdom,2,2,1,221,5
17620,60,1,81.44,United Kingdom,3,2,1,321,6
17621,21,6,3175.12,United Kingdom,4,4,5,445,13
17622,598,2,1130.21,United Kingdom,1,3,3,133,7
17623,33,7,2383.67,United Kingdom,4,4,4,444,12
17624,15,4,1568.63,United Kingdom,5,4,4,544,13
17625,18,8,6067.8,United Kingdom,5,5,5,555,15
17626,603,1,254.0,United Kingdom,1,2,1,121,4
17627,479,1,296.36,United Kingdom,1,2,2,122,5
17628,81,1,75.75,United Kingdom,3,2,1,321,6
17629,6,10,2455.52,United Kingdom,5,5,4,554,14
17630,170,2,503.59999999999997,United Kingdom,3,3,2,332,8
17631,2,7,998.49,United Kingdom,5,4,3,543,12
17633,31,7,2057.39,United Kingdom,4,4,4,444,12
17634,36,9,2361.9700000000003,United Kingdom,4,5,4,454,13
17635,424,3,1265.58,United Kingdom,1,3,4,134,8
17636,19,1,285.56,United Kingdom,4,2,1,421,7
17637,31,2,547.0600000000001,United Kingdom,4,3,2,432,9
17638,647,2,842.4,United Kingdom,1,3,3,133,7
17639,276,6,615.17,United Kingdom,2,4,2,242,8
17640,87,6,3168.94,United Kingdom,3,4,5,345,12
17642,120,5,1824.49,United Kingdom,3,4,4,344,11
17643,373,2,541.25,United Kingdom,2,3,2,232,7
17644,1,20,6028.6,United Kingdom,5,5,5,555,15
17646,219,12,4149.79,United Kingdom,2,5,5,255,12
17647,65,3,331.65999999999997,United Kingdom,3,3,2,332,8
17648,61,5,2216.37,United Kingdom,3,4,4,344,11
17649,138,3,1578.89,United Kingdom,3,3,4,334,10
17650,21,1,166.08,United Kingdom,4,2,1,421,7
17651,12,16,5703.52,United Kingdom,5,5,5,555,15
17652,25,12,4867.72,United Kingdom,4,5,5,455,14
17653,37,4,1207.56,United Kingdom,4,4,3,443,11
17654,277,1,117.55,United Kingdom,2,2,1,221,5
